packNumber,slot,cardNumber,cardName,rarity,variant,category
904,reverse,020,"Victini",Rare,null,Pokemon
904,rare,041,"Glaceon VMAX",VMAX,VMAX,Pokemon
905,common1,039,"Luvdisc",Common,null,Pokemon
905,common2,035,"Carvanha",Common,null,Pokemon
905,common3,057,"Emolga",Common,null,Pokemon
905,common4,002,"Hoppip",Common,null,Pokemon
905,common5,052,"Chinchou",Common,null,Pokemon
905,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
905,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
905,uncommon3,145,"Digging Gloves",Uncommon,null,Trainer
905,reverse,044,"Bergmite",Common,null,Pokemon
905,rare,050,"Raichu",Rare,null,Pokemon
906,common1,054,"Mareep",Common,null,Pokemon
906,common2,049,"Pikachu",Common,null,Pokemon
906,common3,017,"Applin",Common,null,Pokemon
906,common4,039,"Luvdisc",Common,null,Pokemon
906,common5,057,"Emolga",Common,null,Pokemon
906,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
906,uncommon2,053,"Lanturn",Uncommon,null,Pokemon
906,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
906,reverse,035,"Carvanha",Common,null,Pokemon
906,rare,060,"Regieleki",Rare,null,Pokemon
907,common1,024,"Psyduck",Common,null,Pokemon
907,common2,022,"Litleo",Common,null,Pokemon
907,common3,015,"Gossifleur",Common,null,Pokemon
907,common4,052,"Chinchou",Common,null,Pokemon
907,common5,042,"Tympole",Common,null,Pokemon
907,uncommon1,162,"Switching Cups",Uncommon,null,Trainer
907,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
907,uncommon3,163,"Toy Catcher",Uncommon,null,Trainer
907,reverse,057,"Emolga",Common,null,Pokemon
907,rare,058,"Dracozolt V",V,V,Pokemon
908,common1,052,"Chinchou",Common,null,Pokemon
908,common2,043,"Cryogonal",Common,null,Pokemon
908,common3,002,"Hoppip",Common,null,Pokemon
908,common4,011,"Dwebble",Common,null,Pokemon
908,common5,042,"Tympole",Common,null,Pokemon
908,uncommon1,162,"Switching Cups",Uncommon,null,Trainer
908,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
908,uncommon3,055,"Flaaffy",Uncommon,null,Pokemon
908,reverse,037,"Feebas",Common,null,Pokemon
908,rare,006,"Tropius",Rare,null,Pokemon
909,common1,015,"Gossifleur",Common,null,Pokemon
909,common2,032,"Lotad",Common,null,Pokemon
909,common3,026,"Tentacool",Common,null,Pokemon
909,common4,022,"Litleo",Common,null,Pokemon
909,common5,009,"Petilil",Common,null,Pokemon
909,uncommon1,025,"Golduck",Uncommon,null,Pokemon
909,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
909,uncommon3,033,"Lombre",Uncommon,null,Pokemon
909,reverse,024,"Psyduck",Common,null,Pokemon
909,rare,020,"Victini",Rare,null,Pokemon
910,common1,043,"Cryogonal",Common,null,Pokemon
910,common2,009,"Petilil",Common,null,Pokemon
910,common3,017,"Applin",Common,null,Pokemon
910,common4,049,"Pikachu",Common,null,Pokemon
910,common5,011,"Dwebble",Common,null,Pokemon
910,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
910,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
910,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
910,reverse,042,"Tympole",Common,null,Pokemon
910,rare,050,"Raichu",Rare,null,Pokemon
911,common1,032,"Lotad",Common,null,Pokemon
911,common2,015,"Gossifleur",Common,null,Pokemon
911,common3,052,"Chinchou",Common,null,Pokemon
911,common4,024,"Psyduck",Common,null,Pokemon
911,common5,022,"Litleo",Common,null,Pokemon
911,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
911,uncommon2,012,"Crustle",Uncommon,null,Pokemon
911,uncommon3,025,"Golduck",Uncommon,null,Pokemon
911,reverse,047,"Eiscue",Uncommon,null,Pokemon
911,rare,046,"Wishiwashi",Rare,null,Pokemon
912,common1,024,"Psyduck",Common,null,Pokemon
912,common2,032,"Lotad",Common,null,Pokemon
912,common3,017,"Applin",Common,null,Pokemon
912,common4,049,"Pikachu",Common,null,Pokemon
912,common5,043,"Cryogonal",Common,null,Pokemon
912,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
912,uncommon2,163,"Toy Catcher",Uncommon,null,Trainer
912,uncommon3,147,"Elemental Badge",Uncommon,null,Trainer
912,reverse,052,"Chinchou",Common,null,Pokemon
912,rare,060,"Regieleki",Rare,null,Pokemon
913,common1,043,"Cryogonal",Common,null,Pokemon
913,common2,057,"Emolga",Common,null,Pokemon
913,common3,026,"Tentacool",Common,null,Pokemon
913,common4,011,"Dwebble",Common,null,Pokemon
913,common5,035,"Carvanha",Common,null,Pokemon
913,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
913,uncommon2,157,"Shopping Center",Uncommon,null,Trainer
913,uncommon3,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
913,reverse,038,"Milotic",Rare,null,Pokemon
913,rare,048,"Arctovish V",V,V,Pokemon
914,common1,015,"Gossifleur",Common,null,Pokemon
914,common2,026,"Tentacool",Common,null,Pokemon
914,common3,017,"Applin",Common,null,Pokemon
914,common4,049,"Pikachu",Common,null,Pokemon
914,common5,009,"Petilil",Common,null,Pokemon
914,uncommon1,003,"Skiploom",Uncommon,null,Pokemon
914,uncommon2,012,"Crustle",Uncommon,null,Pokemon
914,uncommon3,045,"Avalugg",Uncommon,null,Pokemon
914,reverse,052,"Chinchou",Common,null,Pokemon
914,rare,046,"Wishiwashi",Rare,null,Pokemon
915,common1,015,"Gossifleur",Common,null,Pokemon
915,common2,035,"Carvanha",Common,null,Pokemon
915,common3,052,"Chinchou",Common,null,Pokemon
915,common4,037,"Feebas",Common,null,Pokemon
915,common5,039,"Luvdisc",Common,null,Pokemon
915,uncommon1,148,"Full Face Guard",Uncommon,null,Trainer
915,uncommon2,023,"Pyroar",Uncommon,null,Pokemon
915,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
915,reverse,049,"Pikachu",Common,null,Pokemon
915,rare,001,"Pinsir",Rare,null,Pokemon
916,common1,044,"Bergmite",Common,null,Pokemon
916,common2,015,"Gossifleur",Common,null,Pokemon
916,common3,024,"Psyduck",Common,null,Pokemon
916,common4,039,"Luvdisc",Common,null,Pokemon
916,common5,037,"Feebas",Common,null,Pokemon
916,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
916,uncommon2,159,"Snow Leaf Badge",Uncommon,null,Trainer
916,uncommon3,012,"Crustle",Uncommon,null,Pokemon
916,reverse,043,"Cryogonal",Common,null,Pokemon
916,rare,048,"Arctovish V",V,V,Pokemon
917,common1,035,"Carvanha",Common,null,Pokemon
917,common2,032,"Lotad",Common,null,Pokemon
917,common3,015,"Gossifleur",Common,null,Pokemon
917,common4,009,"Petilil",Common,null,Pokemon
917,common5,026,"Tentacool",Common,null,Pokemon
917,uncommon1,165,"Treasure Energy",Uncommon,null,Energy
917,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
917,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
917,reverse,039,"Luvdisc",Common,null,Pokemon
917,rare,046,"Wishiwashi",Rare,null,Pokemon
918,common1,039,"Luvdisc",Common,null,Pokemon
918,common2,057,"Emolga",Common,null,Pokemon
918,common3,015,"Gossifleur",Common,null,Pokemon
918,common4,042,"Tympole",Common,null,Pokemon
918,common5,017,"Applin",Common,null,Pokemon
918,uncommon1,161,"Stormy Mountains",Uncommon,null,Trainer
918,uncommon2,157,"Shopping Center",Uncommon,null,Trainer
918,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
918,reverse,010,"Lilligant",Rare,null,Pokemon
918,rare,232,"Stormy Mountains",Secret Rare,null,Trainer
919,common1,035,"Carvanha",Common,null,Pokemon
919,common2,005,"Seedot",Common,null,Pokemon
919,common3,052,"Chinchou",Common,null,Pokemon
919,common4,039,"Luvdisc",Common,null,Pokemon
919,common5,043,"Cryogonal",Common,null,Pokemon
919,uncommon1,161,"Stormy Mountains",Uncommon,null,Trainer
919,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
919,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
919,reverse,024,"Psyduck",Common,null,Pokemon
919,rare,046,"Wishiwashi",Rare,null,Pokemon
920,common1,054,"Mareep",Common,null,Pokemon
920,common2,017,"Applin",Common,null,Pokemon
920,common3,035,"Carvanha",Common,null,Pokemon
920,common4,043,"Cryogonal",Common,null,Pokemon
920,common5,037,"Feebas",Common,null,Pokemon
920,uncommon1,055,"Flaaffy",Uncommon,null,Pokemon
920,uncommon2,023,"Pyroar",Uncommon,null,Pokemon
920,uncommon3,033,"Lombre",Uncommon,null,Pokemon
920,reverse,057,"Emolga",Common,null,Pokemon
920,rare,004,"Jumpluff",Rare,null,Pokemon
921,common1,032,"Lotad",Common,null,Pokemon
921,common2,009,"Petilil",Common,null,Pokemon
921,common3,043,"Cryogonal",Common,null,Pokemon
921,common4,042,"Tympole",Common,null,Pokemon
921,common5,044,"Bergmite",Common,null,Pokemon
921,uncommon1,143,"Copycat",Uncommon,null,Trainer
921,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
921,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
921,reverse,157,"Shopping Center",Uncommon,null,Trainer
921,rare,006,"Tropius",Rare,null,Pokemon
922,common1,039,"Luvdisc",Common,null,Pokemon
922,common2,015,"Gossifleur",Common,null,Pokemon
922,common3,049,"Pikachu",Common,null,Pokemon
922,common4,057,"Emolga",Common,null,Pokemon
922,common5,052,"Chinchou",Common,null,Pokemon
922,uncommon1,156,"Rubber Gloves",Uncommon,null,Trainer
922,uncommon2,146,"Dream Ball",Uncommon,null,Trainer
922,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
922,reverse,005,"Seedot",Common,null,Pokemon
922,rare,006,"Tropius",Rare,null,Pokemon
923,common1,039,"Luvdisc",Common,null,Pokemon
923,common2,052,"Chinchou",Common,null,Pokemon
923,common3,024,"Psyduck",Common,null,Pokemon
923,common4,054,"Mareep",Common,null,Pokemon
923,common5,015,"Gossifleur",Common,null,Pokemon
923,uncommon1,142,"Boost Shake",Uncommon,null,Trainer
923,uncommon2,163,"Toy Catcher",Uncommon,null,Trainer
923,uncommon3,146,"Dream Ball",Uncommon,null,Trainer
923,reverse,043,"Cryogonal",Common,null,Pokemon
923,rare,038,"Milotic",Rare,null,Pokemon
924,common1,017,"Applin",Common,null,Pokemon
924,common2,042,"Tympole",Common,null,Pokemon
924,common3,009,"Petilil",Common,null,Pokemon
924,common4,011,"Dwebble",Common,null,Pokemon
924,common5,043,"Cryogonal",Common,null,Pokemon
924,uncommon1,012,"Crustle",Uncommon,null,Pokemon
924,uncommon2,162,"Switching Cups",Uncommon,null,Trainer
924,uncommon3,151,"Moon & Sun Badge",Uncommon,null,Trainer
924,reverse,147,"Elemental Badge",Uncommon,null,Trainer
924,rare,046,"Wishiwashi",Rare,null,Pokemon
925,common1,037,"Feebas",Common,null,Pokemon
925,common2,049,"Pikachu",Common,null,Pokemon
925,common3,022,"Litleo",Common,null,Pokemon
925,common4,042,"Tympole",Common,null,Pokemon
925,common5,026,"Tentacool",Common,null,Pokemon
925,uncommon1,155,"Ribbon Badge",Uncommon,null,Trainer
925,uncommon2,145,"Digging Gloves",Uncommon,null,Trainer
925,uncommon3,003,"Skiploom",Uncommon,null,Pokemon
925,reverse,057,"Emolga",Common,null,Pokemon
925,rare,038,"Milotic",Rare,null,Pokemon
926,common1,039,"Luvdisc",Common,null,Pokemon
926,common2,009,"Petilil",Common,null,Pokemon
926,common3,042,"Tympole",Common,null,Pokemon
926,common4,054,"Mareep",Common,null,Pokemon
926,common5,022,"Litleo",Common,null,Pokemon
926,uncommon1,162,"Switching Cups",Uncommon,null,Trainer
926,uncommon2,150,"Lucky Ice Pop",Uncommon,null,Trainer
926,uncommon3,142,"Boost Shake",Uncommon,null,Trainer
926,reverse,148,"Full Face Guard",Uncommon,null,Trainer
926,rare,021,"Volcarona V",V,V,Pokemon
927,common1,057,"Emolga",Common,null,Pokemon
927,common2,015,"Gossifleur",Common,null,Pokemon
927,common3,011,"Dwebble",Common,null,Pokemon
927,common4,043,"Cryogonal",Common,null,Pokemon
927,common5,009,"Petilil",Common,null,Pokemon
927,uncommon1,155,"Ribbon Badge",Uncommon,null,Trainer
927,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
927,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
927,reverse,145,"Digging Gloves",Uncommon,null,Trainer
927,rare,021,"Volcarona V",V,V,Pokemon
928,common1,042,"Tympole",Common,null,Pokemon
928,common2,026,"Tentacool",Common,null,Pokemon
928,common3,057,"Emolga",Common,null,Pokemon
928,common4,054,"Mareep",Common,null,Pokemon
928,common5,002,"Hoppip",Common,null,Pokemon
928,uncommon1,162,"Switching Cups",Uncommon,null,Trainer
928,uncommon2,012,"Crustle",Uncommon,null,Pokemon
928,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
928,reverse,027,"Tentacruel",Uncommon,null,Pokemon
928,rare,004,"Jumpluff",Rare,null,Pokemon
929,common1,057,"Emolga",Common,null,Pokemon
929,common2,002,"Hoppip",Common,null,Pokemon
929,common3,054,"Mareep",Common,null,Pokemon
929,common4,032,"Lotad",Common,null,Pokemon
929,common5,042,"Tympole",Common,null,Pokemon
929,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
929,uncommon2,154,"Rescue Carrier",Uncommon,null,Trainer
929,uncommon3,152,"Raihan",Uncommon,null,Trainer
929,reverse,025,"Golduck",Uncommon,null,Pokemon
929,rare,036,"Sharpedo",Rare,null,Pokemon
930,common1,015,"Gossifleur",Common,null,Pokemon
930,common2,005,"Seedot",Common,null,Pokemon
930,common3,049,"Pikachu",Common,null,Pokemon
930,common4,037,"Feebas",Common,null,Pokemon
930,common5,002,"Hoppip",Common,null,Pokemon
930,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
930,uncommon2,159,"Snow Leaf Badge",Uncommon,null,Trainer
930,uncommon3,146,"Dream Ball",Uncommon,null,Trainer
930,reverse,143,"Copycat",Uncommon,null,Trainer
930,rare,217,"Rayquaza VMAX",VMAX,VMAX,Pokemon
931,common1,015,"Gossifleur",Common,null,Pokemon
931,common2,022,"Litleo",Common,null,Pokemon
931,common3,054,"Mareep",Common,null,Pokemon
931,common4,035,"Carvanha",Common,null,Pokemon
931,common5,002,"Hoppip",Common,null,Pokemon
931,uncommon1,149,"Gordie",Uncommon,null,Trainer
931,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
931,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
931,reverse,044,"Bergmite",Common,null,Pokemon
931,rare,010,"Lilligant",Rare,null,Pokemon
932,common1,054,"Mareep",Common,null,Pokemon
932,common2,015,"Gossifleur",Common,null,Pokemon
932,common3,039,"Luvdisc",Common,null,Pokemon
932,common4,022,"Litleo",Common,null,Pokemon
932,common5,005,"Seedot",Common,null,Pokemon
932,uncommon1,157,"Shopping Center",Uncommon,null,Trainer
932,uncommon2,163,"Toy Catcher",Uncommon,null,Trainer
932,uncommon3,165,"Treasure Energy",Uncommon,null,Energy
932,reverse,017,"Applin",Common,null,Pokemon
932,rare,014,"Trevenant VMAX",VMAX,VMAX,Pokemon
933,common1,015,"Gossifleur",Common,null,Pokemon
933,common2,005,"Seedot",Common,null,Pokemon
933,common3,022,"Litleo",Common,null,Pokemon
933,common4,044,"Bergmite",Common,null,Pokemon
933,common5,052,"Chinchou",Common,null,Pokemon
933,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
933,uncommon2,141,"Aroma Lady",Uncommon,null,Trainer
933,uncommon3,147,"Elemental Badge",Uncommon,null,Trainer
933,reverse,054,"Mareep",Common,null,Pokemon
933,rare,056,"Ampharos",Rare,null,Pokemon
934,common1,022,"Litleo",Common,null,Pokemon
934,common2,035,"Carvanha",Common,null,Pokemon
934,common3,032,"Lotad",Common,null,Pokemon
934,common4,017,"Applin",Common,null,Pokemon
934,common5,043,"Cryogonal",Common,null,Pokemon
934,uncommon1,141,"Aroma Lady",Uncommon,null,Trainer
934,uncommon2,053,"Lanturn",Uncommon,null,Pokemon
934,uncommon3,150,"Lucky Ice Pop",Uncommon,null,Trainer
934,reverse,052,"Chinchou",Common,null,Pokemon
934,rare,020,"Victini",Rare,null,Pokemon
935,common1,054,"Mareep",Common,null,Pokemon
935,common2,057,"Emolga",Common,null,Pokemon
935,common3,002,"Hoppip",Common,null,Pokemon
935,common4,035,"Carvanha",Common,null,Pokemon
935,common5,026,"Tentacool",Common,null,Pokemon
935,uncommon1,023,"Pyroar",Uncommon,null,Pokemon
935,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
935,uncommon3,027,"Tentacruel",Uncommon,null,Pokemon
935,reverse,022,"Litleo",Common,null,Pokemon
935,rare,215,"Umbreon VMAX",VMAX,VMAX,Pokemon
936,common1,011,"Dwebble",Common,null,Pokemon
936,common2,057,"Emolga",Common,null,Pokemon
936,common3,054,"Mareep",Common,null,Pokemon
936,common4,044,"Bergmite",Common,null,Pokemon
936,common5,035,"Carvanha",Common,null,Pokemon
936,uncommon1,144,"Crystal Cave",Uncommon,null,Trainer
936,uncommon2,164,"Zinnia’s Resolve",Uncommon,null,Trainer
936,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
936,reverse,049,"Pikachu",Common,null,Pokemon
936,rare,019,"Entei",Rare,null,Pokemon
937,common1,049,"Pikachu",Common,null,Pokemon
937,common2,024,"Psyduck",Common,null,Pokemon
937,common3,009,"Petilil",Common,null,Pokemon
937,common4,054,"Mareep",Common,null,Pokemon
937,common5,057,"Emolga",Common,null,Pokemon
937,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
937,uncommon2,055,"Flaaffy",Uncommon,null,Pokemon
937,uncommon3,144,"Crystal Cave",Uncommon,null,Trainer
937,reverse,015,"Gossifleur",Common,null,Pokemon
937,rare,046,"Wishiwashi",Rare,null,Pokemon
938,common1,026,"Tentacool",Common,null,Pokemon
938,common2,037,"Feebas",Common,null,Pokemon
938,common3,022,"Litleo",Common,null,Pokemon
938,common4,044,"Bergmite",Common,null,Pokemon
938,common5,049,"Pikachu",Common,null,Pokemon
938,uncommon1,157,"Shopping Center",Uncommon,null,Trainer
938,uncommon2,160,"Spirit Mask",Uncommon,null,Trainer
938,uncommon3,154,"Rescue Carrier",Uncommon,null,Trainer
938,reverse,002,"Hoppip",Common,null,Pokemon
938,rare,056,"Ampharos",Rare,null,Pokemon
939,common1,049,"Pikachu",Common,null,Pokemon
939,common2,009,"Petilil",Common,null,Pokemon
939,common3,042,"Tympole",Common,null,Pokemon
939,common4,039,"Luvdisc",Common,null,Pokemon
939,common5,011,"Dwebble",Common,null,Pokemon
939,uncommon1,012,"Crustle",Uncommon,null,Pokemon
939,uncommon2,161,"Stormy Mountains",Uncommon,null,Trainer
939,uncommon3,045,"Avalugg",Uncommon,null,Pokemon
939,reverse,034,"Ludicolo",Rare,null,Pokemon
939,rare,050,"Raichu",Rare,null,Pokemon
940,common1,037,"Feebas",Common,null,Pokemon
940,common2,026,"Tentacool",Common,null,Pokemon
940,common3,042,"Tympole",Common,null,Pokemon
940,common4,011,"Dwebble",Common,null,Pokemon
940,common5,044,"Bergmite",Common,null,Pokemon
940,uncommon1,055,"Flaaffy",Uncommon,null,Pokemon
940,uncommon2,149,"Gordie",Uncommon,null,Trainer
940,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
940,reverse,005,"Seedot",Common,null,Pokemon
940,rare,007,"Leafeon V",V,V,Pokemon
941,common1,044,"Bergmite",Common,null,Pokemon
941,common2,026,"Tentacool",Common,null,Pokemon
941,common3,024,"Psyduck",Common,null,Pokemon
941,common4,022,"Litleo",Common,null,Pokemon
941,common5,015,"Gossifleur",Common,null,Pokemon
941,uncommon1,027,"Tentacruel",Uncommon,null,Pokemon
941,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
941,uncommon3,141,"Aroma Lady",Uncommon,null,Trainer
941,reverse,164,"Zinnia’s Resolve",Uncommon,null,Trainer
941,rare,046,"Wishiwashi",Rare,null,Pokemon
942,common1,042,"Tympole",Common,null,Pokemon
942,common2,054,"Mareep",Common,null,Pokemon
942,common3,005,"Seedot",Common,null,Pokemon
942,common4,022,"Litleo",Common,null,Pokemon
942,common5,052,"Chinchou",Common,null,Pokemon
942,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
942,uncommon2,144,"Crystal Cave",Uncommon,null,Trainer
942,uncommon3,012,"Crustle",Uncommon,null,Pokemon
942,reverse,011,"Dwebble",Common,null,Pokemon
942,rare,209,"Glaceon VMAX",VMAX,VMAX,Pokemon
943,common1,039,"Luvdisc",Common,null,Pokemon
943,common2,052,"Chinchou",Common,null,Pokemon
943,common3,002,"Hoppip",Common,null,Pokemon
943,common4,009,"Petilil",Common,null,Pokemon
943,common5,044,"Bergmite",Common,null,Pokemon
943,uncommon1,143,"Copycat",Uncommon,null,Trainer
943,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
943,uncommon3,152,"Raihan",Uncommon,null,Trainer
943,reverse,147,"Elemental Badge",Uncommon,null,Trainer
943,rare,060,"Regieleki",Rare,null,Pokemon
944,common1,037,"Feebas",Common,null,Pokemon
944,common2,039,"Luvdisc",Common,null,Pokemon
944,common3,024,"Psyduck",Common,null,Pokemon
944,common4,017,"Applin",Common,null,Pokemon
944,common5,022,"Litleo",Common,null,Pokemon
944,uncommon1,161,"Stormy Mountains",Uncommon,null,Trainer
944,uncommon2,155,"Ribbon Badge",Uncommon,null,Trainer
944,uncommon3,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
944,reverse,049,"Pikachu",Common,null,Pokemon
944,rare,013,"Trevenant V",V,V,Pokemon
945,common1,037,"Feebas",Common,null,Pokemon
945,common2,049,"Pikachu",Common,null,Pokemon
945,common3,043,"Cryogonal",Common,null,Pokemon
945,common4,039,"Luvdisc",Common,null,Pokemon
945,common5,002,"Hoppip",Common,null,Pokemon
945,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
945,uncommon2,164,"Zinnia’s Resolve",Uncommon,null,Trainer
945,uncommon3,142,"Boost Shake",Uncommon,null,Trainer
945,reverse,052,"Chinchou",Common,null,Pokemon
945,rare,030,"Vaporeon VMAX",VMAX,VMAX,Pokemon
946,common1,024,"Psyduck",Common,null,Pokemon
946,common2,044,"Bergmite",Common,null,Pokemon
946,common3,022,"Litleo",Common,null,Pokemon
946,common4,005,"Seedot",Common,null,Pokemon
946,common5,039,"Luvdisc",Common,null,Pokemon
946,uncommon1,150,"Lucky Ice Pop",Uncommon,null,Trainer
946,uncommon2,033,"Lombre",Uncommon,null,Pokemon
946,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
946,reverse,042,"Tympole",Common,null,Pokemon
946,rare,019,"Entei",Rare,null,Pokemon
947,common1,044,"Bergmite",Common,null,Pokemon
947,common2,002,"Hoppip",Common,null,Pokemon
947,common3,017,"Applin",Common,null,Pokemon
947,common4,052,"Chinchou",Common,null,Pokemon
947,common5,015,"Gossifleur",Common,null,Pokemon
947,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
947,uncommon2,148,"Full Face Guard",Uncommon,null,Trainer
947,uncommon3,047,"Eiscue",Uncommon,null,Pokemon
947,reverse,144,"Crystal Cave",Uncommon,null,Trainer
947,rare,014,"Trevenant VMAX",VMAX,VMAX,Pokemon
948,common1,022,"Litleo",Common,null,Pokemon
948,common2,049,"Pikachu",Common,null,Pokemon
948,common3,026,"Tentacool",Common,null,Pokemon
948,common4,011,"Dwebble",Common,null,Pokemon
948,common5,009,"Petilil",Common,null,Pokemon
948,uncommon1,025,"Golduck",Uncommon,null,Pokemon
948,uncommon2,147,"Elemental Badge",Uncommon,null,Trainer
948,uncommon3,152,"Raihan",Uncommon,null,Trainer
948,reverse,143,"Copycat",Uncommon,null,Trainer
948,rare,048,"Arctovish V",V,V,Pokemon
949,common1,017,"Applin",Common,null,Pokemon
949,common2,026,"Tentacool",Common,null,Pokemon
949,common3,032,"Lotad",Common,null,Pokemon
949,common4,043,"Cryogonal",Common,null,Pokemon
949,common5,022,"Litleo",Common,null,Pokemon
949,uncommon1,053,"Lanturn",Uncommon,null,Pokemon
949,uncommon2,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
949,uncommon3,143,"Copycat",Uncommon,null,Trainer
949,reverse,039,"Luvdisc",Common,null,Pokemon
949,rare,056,"Ampharos",Rare,null,Pokemon
950,common1,002,"Hoppip",Common,null,Pokemon
950,common2,054,"Mareep",Common,null,Pokemon
950,common3,011,"Dwebble",Common,null,Pokemon
950,common4,017,"Applin",Common,null,Pokemon
950,common5,032,"Lotad",Common,null,Pokemon
950,uncommon1,160,"Spirit Mask",Uncommon,null,Trainer
950,uncommon2,045,"Avalugg",Uncommon,null,Pokemon
950,uncommon3,155,"Ribbon Badge",Uncommon,null,Trainer
950,reverse,150,"Lucky Ice Pop",Uncommon,null,Trainer
950,rare,019,"Entei",Rare,null,Pokemon
951,common1,024,"Psyduck",Common,null,Pokemon
951,common2,022,"Litleo",Common,null,Pokemon
951,common3,043,"Cryogonal",Common,null,Pokemon
951,common4,037,"Feebas",Common,null,Pokemon
951,common5,011,"Dwebble",Common,null,Pokemon
951,uncommon1,155,"Ribbon Badge",Uncommon,null,Trainer
951,uncommon2,142,"Boost Shake",Uncommon,null,Trainer
951,uncommon3,160,"Spirit Mask",Uncommon,null,Trainer
951,reverse,032,"Lotad",Common,null,Pokemon
951,rare,018,"Flareon VMAX",VMAX,VMAX,Pokemon
952,common1,024,"Psyduck",Common,null,Pokemon
952,common2,054,"Mareep",Common,null,Pokemon
952,common3,017,"Applin",Common,null,Pokemon
952,common4,015,"Gossifleur",Common,null,Pokemon
952,common5,044,"Bergmite",Common,null,Pokemon
952,uncommon1,158,"Single Strike Scroll of the Fanged Dragon",Uncommon,null,Trainer
952,uncommon2,025,"Golduck",Uncommon,null,Pokemon
952,uncommon3,146,"Dream Ball",Uncommon,null,Trainer
952,reverse,035,"Carvanha",Common,null,Pokemon
952,rare,016,"Eldegoss",Rare,null,Pokemon
953,common1,026,"Tentacool",Common,null,Pokemon
953,common2,042,"Tympole",Common,null,Pokemon
953,common3,044,"Bergmite",Common,null,Pokemon
953,common4,043,"Cryogonal",Common,null,Pokemon
953,common5,017,"Applin",Common,null,Pokemon
953,uncommon1,153,"Rapid Strike Scroll of the Flying Dragon",Uncommon,null,Trainer
953,uncommon2,151,"Moon & Sun Badge",Uncommon,null,Trainer
953,uncommon3,156,"Rubber Gloves",Uncommon,null,Trainer
953,reverse,005,"Seedot",Common,null,Pokemon
953,rare,010,"Lilligant",Rare,null,Pokemon
954,common1,042,"Tympole",Common,null,Pokemon
954,common2,002,"Hoppip",Common,null,Pokemon
954,common3,024,"Psyduck",Common,null,Pokemon
954,common4,009,"Petilil",Common,null,Pokemon
954,common5,039,"Luvdisc",Common,null,Pokemon
954,uncommon1,145,"Digging Gloves",Uncommon,null,Trainer
954,uncommon2,147,"Elemental Badge",Uncommon,null,Trainer
954,uncommon3,055,"Flaaffy",Uncommon,null,Pokemon
954,reverse,149,"Gordie",Uncommon,null,Trainer
954,rare,010,"Lilligant",Rare,null,Pokemon
955,common1,017,"Applin",Common,null,Pokemon
955,common2,009,"Petilil",Common,null,Pokemon
955,common3,026,"Tentacool",Common,null,Pokemon
955,common4,015,"Gossifleur",Common,null,Pokemon
955,common5,042,"Tympole",Common,null,Pokemon
955,uncommon1,055,"Flaaffy",Uncommon,null,Pokemon
